,criterion,learning_rate,loss,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,warm_start,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
13,friedman_mse,0.5,log_loss,5.0,,30.0,1,2,200,True,0.7692307692307693,0.5813953488372093,0.7691650853889943,0.5855555555555556,0.7692307692307693,0.5813953488372093,0.7692044956940592,0.5861498708010336,0.7687978473432882,0.5833333333333333,0.7692307692307693,0.5813953488372093,0.7692307692307693,0.5813953488372093,0.7689157288990434,0.5793478260869566,0.7692307692307693,0.5813953488372093,0.7691520091478378,0.578665318503539
14,friedman_mse,2.0,log_loss,5.0,0.7,10.0,1,10,100,True,0.4584615384615385,0.37209302325581395,0.4492580482897384,0.35384615384615387,0.4584615384615385,0.37209302325581395,0.45007816127534434,0.3527728085867621,0.4541233987720761,0.37662337662337664,0.4584615384615385,0.37209302325581395,0.4584615384615385,0.37209302325581395,0.44249512670565305,0.3495798319327731,0.4584615384615385,0.37209302325581395,0.445107812265707,0.346765683017393
15,squared_error,1.0,exponential,,0.7,,1,10,50,False,0.7692307692307693,0.5813953488372093,0.7690573615215579,0.5855555555555556,0.7692307692307693,0.5813953488372093,0.769280314290544,0.5861498708010336,0.7691389373152429,0.5833333333333333,0.7692307692307693,0.5813953488372093,0.7692307692307693,0.5813953488372093,0.7690908574189331,0.5793478260869566,0.7692307692307693,0.5813953488372093,0.7692482582072487,0.578665318503539
16,friedman_mse,0.5,log_loss,15.0,,,1,2,100,False,0.7569230769230769,0.627906976744186,0.7666229221347332,0.6400462962962963,0.7569230769230769,0.627906976744186,0.7653933642910021,0.6411498708010336,0.754093079663458,0.6309523809523809,0.7569230769230769,0.627906976744186,0.7569230769230769,0.627906976744186,0.7531843306897381,0.6228070175438596,0.7569230769230769,0.627906976744186,0.7540255485922394,0.6217870257037944
17,friedman_mse,1.0,log_loss,,log2,30.0,2,5,200,True,0.7230769230769231,0.5348837209302325,0.7239802556057244,0.5443349753694582,0.7230769230769231,0.5348837209302325,0.7237338921887786,0.5449650589987399,0.7218411278708405,0.538961038961039,0.7230769230769231,0.5348837209302325,0.7230769230769231,0.5348837209302325,0.7219158807423183,0.5222222222222221,0.7230769230769231,0.5348837209302325,0.7224134703142917,0.5204134366925064
18,friedman_mse,0.5,exponential,15.0,0.7,30.0,1,2,200,False,0.7692307692307693,0.627906976744186,0.7691650853889943,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7692044956940592,0.6411498708010336,0.7687978473432882,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7689157288990434,0.6228070175438596,0.7692307692307693,0.627906976744186,0.7691520091478378,0.6217870257037944
19,squared_error,2.0,log_loss,,sqrt,10.0,4,2,50,True,0.5015384615384615,0.4883720930232558,0.4926020408163265,0.4913793103448276,0.5015384615384615,0.4883720930232558,0.4930894819466248,0.49157979149959913,0.49450466156295003,0.49242424242424243,0.5015384615384615,0.4883720930232558,0.5015384615384615,0.4883720930232558,0.46306192379864564,0.47444444444444445,0.5015384615384615,0.4883720930232558,0.4670422552889715,0.4724547803617571
20,squared_error,1.0,log_loss,15.0,,10.0,1,10,50,True,0.7692307692307693,0.5813953488372093,0.7690703670003034,0.5855555555555556,0.7692307692307693,0.5813953488372093,0.7692016051888664,0.5861498708010336,0.7689683923292656,0.5833333333333333,0.7692307692307693,0.5813953488372093,0.7692307692307693,0.5813953488372093,0.7690120824449183,0.5793478260869566,0.7692307692307693,0.5813953488372093,0.7692089005521842,0.578665318503539
21,friedman_mse,0.5,log_loss,5.0,log2,30.0,4,2,200,False,0.7692307692307693,0.6511627906976745,0.7690703670003034,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692016051888664,0.6717054263565891,0.7689683923292656,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7690120824449183,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7692089005521842,0.6430816198258059
22,squared_error,2.0,log_loss,5.0,log2,10.0,1,5,50,False,0.5815384615384616,0.5348837209302325,0.6646929824561403,0.5900900900900901,0.5815384615384616,0.5348837209302325,0.661638326585695,0.5918709407081499,0.5711551580383537,0.5432900432900433,0.5815384615384616,0.5348837209302325,0.5815384615384616,0.5348837209302325,0.5061231786895504,0.47044334975369456,0.5815384615384616,0.5348837209302325,0.5114675688127015,0.4661473250085921
