,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
34,gini,15.0,0.5,10.0,2,2,250,23,0.76,0.6511627906976745,0.7639114934511353,0.6702380952380952,0.76,0.6511627906976745,0.7631930558784779,0.6717054263565891,0.7581103615553703,0.6547619047619048,0.76,0.6511627906976745,0.76,0.6511627906976745,0.7580737517178195,0.6442360728075014,0.76,0.6511627906976745,0.7586715529088411,0.6430816198258059
35,entropy,20.0,sqrt,10.0,4,10,50,23,0.7384615384615385,0.6976744186046512,0.7408456675917361,0.7214285714285715,0.7384615384615385,0.6976744186046512,0.7403466638202993,0.7232558139534884,0.7368111877510801,0.7012987012987013,0.7384615384615385,0.6976744186046512,0.7384615384615385,0.6976744186046512,0.7367769106899542,0.6916712630998345,0.7384615384615385,0.6976744186046512,0.7373600510724256,0.690670737182365
36,entropy,15.0,0.5,30.0,4,5,50,23,0.7630769230769231,0.6511627906976745,0.7631220177232447,0.6702380952380952,0.7630769230769231,0.6511627906976745,0.7635278695401395,0.6717054263565891,0.7633214583491246,0.6547619047619048,0.7630769230769231,0.6511627906976745,0.7630769230769231,0.6511627906976745,0.7630410287002054,0.6442360728075014,0.7630769230769231,0.6511627906976745,0.7631217910478201,0.6430816198258059
37,gini,15.0,log2,10.0,1,10,10,23,0.7292307692307692,0.6744186046511628,0.7349073637933741,0.7032019704433498,0.7292307692307692,0.6744186046511628,0.7340698334480718,0.7051208614961623,0.726805881907072,0.6785714285714286,0.7292307692307692,0.6744186046511628,0.7292307692307692,0.6744186046511628,0.7260536398467432,0.6655555555555556,0.7292307692307692,0.6744186046511628,0.7268706159740642,0.6642894056847546
38,gini,15.0,0.5,30.0,2,2,250,23,0.7692307692307693,0.6511627906976745,0.7691650853889943,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692044956940592,0.6717054263565891,0.7687978473432882,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7689157288990434,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7691520091478378,0.6430816198258059
39,gini,15.0,0.5,10.0,2,10,100,23,0.76,0.6511627906976745,0.7639114934511353,0.6702380952380952,0.76,0.6511627906976745,0.7631930558784779,0.6717054263565891,0.7581103615553703,0.6547619047619048,0.76,0.6511627906976745,0.76,0.6511627906976745,0.7580737517178195,0.6442360728075014,0.76,0.6511627906976745,0.7586715529088411,0.6430816198258059
40,entropy,,0.7,10.0,2,10,50,23,0.7538461538461538,0.6511627906976745,0.7561764026783653,0.6702380952380952,0.7538461538461538,0.6511627906976745,0.7556648846420262,0.6717054263565891,0.7522928825892519,0.6547619047619048,0.7538461538461538,0.6511627906976745,0.7538461538461538,0.6511627906976745,0.7523809523809524,0.6442360728075014,0.7538461538461538,0.6511627906976745,0.7529084249084249,0.6430816198258059
41,entropy,20.0,0.7,10.0,2,2,10,23,0.7507692307692307,0.6046511627906976,0.7506627783669141,0.6119909502262444,0.7507692307692307,0.6046511627906976,0.7509821355738641,0.6128064821635273,0.7508337754870007,0.6071428571428572,0.7507692307692307,0.6046511627906976,0.7507692307692307,0.6046511627906976,0.7506842568828193,0.6012002182214948,0.7507692307692307,0.6046511627906976,0.7508117177124366,0.6003374820791941
42,gini,15.0,0.7,30.0,2,5,100,23,0.7692307692307693,0.6511627906976745,0.7696011265890234,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7694562041444891,0.6717054263565891,0.7684567573713332,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7686701022122255,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7689854774101563,0.6430816198258059
43,gini,5.0,0.5,30.0,1,2,10,23,0.7538461538461538,0.6511627906976745,0.7550284629981024,0.660633484162896,0.7538461538461538,0.6511627906976745,0.7557378484892716,0.6616857834368095,0.7546805123929357,0.6536796536796536,0.7538461538461538,0.6511627906976745,0.7538461538461538,0.6511627906976745,0.7538251780033328,0.6481178396072014,0.7538461538461538,0.6511627906976745,0.7537622504748698,0.6473566018345831
